Date,Story,Annotation,Annotation in Portuguese,Platform,Overall engagement,Engagement normalised per platform,Engagement positively normalised per platform,Post in Portuguese,Post in English,Theme,Sub-theme,Detailed status as of January 18,Summarised status,Appendix,URL
2022-12-10 23:05:57,,,,Instagram,25764,0.57,45386.19,"SIGA 👉👉👉 @bsobcustodia
.
.
.
.
#conservador #carlosbolsonaro #forastf #bolsonaro2018 #gobolsonaromundial #bolsonaromerepresenta #direitacombolsonaro #euapoiobolsonaro #bolsonaroate2026 #direitaunida #forabolsonaro #deusacimadetodos #somos57milhoes #bolsoringa #flaviobolsonaro #direitaseguedireita #mulherescombolsonaro #esquerdanuncamais #patriota #bolsonarosim #mito #patriotas #estoucombolsonaro #brasilacimadetudodeusacimadetodos #olavotemrazao #presidentebolsonaro #b38 #lula #fechadocombolsonaroate2026 #bolsonarogenocida POSSO CONTINUAR CONTANDO COM SEU APOIO? SE SIM, ENTÃO ME SIGA","Follow 👉👉👉 @bsobustodia
.
.
.
.
#conservador #carlosbolsonaro #forastf #bolsonaro2018 #gobolsonaromundial #bolsonaromerepresenta #direitacombolsonaro #euapoiobolsonaro #bolsonaroate2026 #direitaunida #forabolsonaro #deusacimadetodos #somos57milhoes #bolsoringa #flaviobolsonaro #direitaseguedireita #mulherescombolsonaro #esquerdanuncamais #patriota #bolsonarosim #mito #patriotas #estoucombolsonaro #brasilacimadetudodeusacimadetodos #olavotemrazao #PRESIDUBOLSONSO #B38 #Lula #Closadocombolsonaroate2026 #Bolsonarogenocida Can I keep counting on your support? If so, then follow me",Other,,"Sorry, this page isn't available",Removed by the platform,,https://www.instagram.com/p/CmAOl1nrNG2/
2022-12-11 0:49:24,,,,Instagram,13971,0.31,45385.92,"Eu nunca vou desistir do nosso Brasil…
Vamos juntos nessa Lut4…

.
.
.
.
.
#somostodosbolsonaro
#stfvergonhanacional
#brasilacimadetudo
#deusacimadetodos
#patriaamadabrasil
#verdeamarelo
#familia 
#direitaconservadora
#conservador
#presidentedobrasil
#conservadorismo
#bolsonaro
#bolsonaro2026
#jairbolsonaro
#jairmessiasbolsonaro
#bolsonaropresidente
#presidentebolsonaro
#bolsonarotemrazao 
#bolsonaromito
#direitabrasil
#democracia
#esquerdanuncamais
#acordabrasil
#ogiganteacordou
#brasil
#brazil
#republica
#oposição
#seguimos
#policiafederal ""Se preciso for, dou a minha vida por nosso Brasil"" Bolsonaro, Jair Será que 10 mil patriotas concordam com o presidente que possa compartilhar","I will never give up on our Brazil ...
Let's go together in this lut4…

.
.
.
.
.
#SomosTodosBolsonaro
#stfvergonhanational
#brasilacimadetudo
#deusacimadetodos
#patriaaamadabrasil
#green yellow
#family
#DireitaConservator
#conservative
#Brazilian President
#Conservatism
#Bolsonaro
#Bolsonaro2026
#jairbolsonaro
#JairmessiasBolsonaro
#Bolsonaropresident
#Presidentabolsonaro
#BolSanarTemrazao
#BolSonaromito
#Direitabrasil
#democracy
#SequerdanuncaMais
#wake up Brazil
#the giant awoke
#Brazil
#Brazil
#republic
#opposition
#We
#PoliciaFederal ""If necessary, I give my life for our Brazil"" Bolsonaro, Jair will 10,000 patriots agree with the president who can share",Strikes in support of a military coup,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmAabgmrO4y/
2022-12-12 0:38:46,,,,Instagram,18538,0.41,45386.03,"SIGA 👉👉👉 @bolsonaronoticiasbr
.
.
.
.
#bolsonaro2022 #stfvergonhanacional #globolixo #ptnuncamais #bolsonaropresidente #brasil #bolsonaro #fechadocombolsonaro #somostodosbolsonaro #jairmessiasbolsonaro #bolsonarotemrazao #jairbolsonaro #direita #direitaconservadora #bolsonaroreeleito #brasilacimadetudo #conservadorismo #bolsomito #forapt #foradoria #bolsonaromito #aliancapelobrasil #direitabrasil #lulaladrao #lulanacadeia #eduardobolsonaro #conservadores #bolsonaro38 #fechadoscombolsonaro #euautorizopresidente 1 CADÊ o POVO DE DIREITA PARA SEGUIR NOSSA PÁGINA? CONTAMOS COM SUA AJUDA!","Follow 👉👉👉 @bolsonaronoticiasbr
.
.
.
.
#bolsonaro2022 #stfvergonhanacional #globolixo #ptnuncamais #bolsonaropresidente #brasil #bolsonaro #fechadocombolsonaro #somostodosbolsonaro #jairmessiasbolsonaro #bolsonarotemrazao #jairbolsonaro #direita #direitaconservadora #bolsonaroreeleito #brasilacimadetudo #conservadorismo #bolsomito #forapt #foradoria #bolsonaromito #aliancapelobrasil #direitabrasil #lulaladrao #lulanacadeia #EDUARDOBOLSONARO #Conserine #Bolsonaro38 #FechadosCombolsonaro #Euauto -President 1 Where are the right -wing people to follow our page? WE COUNT ON YOUR HELP!",Other,,"Sorry, this page isn't available",Removed by the platform,,https://www.instagram.com/p/CmC-AmTtjvD/
2022-12-12 11:46:29,,,,Instagram,22071,0.49,45386.10,"OBRIGADO, @jairmessiasbolsonaro! SE O CAPITÃO PEDIU, ENTÃO SIGA @bolsonaromitooficial E VAMOS PRA CIMA!

REDE oficial do Capitão a serviço da Pátria!

#impeachment #jairbolsonaro #ptnuncamais #bolsonaro2022","Thanks, @jairmessiasbolsonaro! If the captain asked, then follow @bolSaromitooficial and let's go!

Official Network of the Captain at the service of the homeland!

#Impeachment #jairbolsonaro #ptnuncaMais #Bolsonaro2022",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmEKbCyOqvh/
2022-12-13 1:52:09,,,,Instagram,14397,0.32,45385.93,"CREIA.
Não é na hora que queremos,e sim na HORA CERTA.

A última palavra vem do alto.

O decreto é de Deus!
🙌🏼🇧🇷👩‍👩‍👦‍👦🆓

""O próprio Senhor irá à sua frente e estará com você; Ele nunca o deixará, nunca o abandonará. Não tenha medo! Não desanime!""
Deuteronômio 31.8

#deusacimadetodos 
#deusnocomando 
#deusnocontrole 
#brasilacimadetudodeusacimadetodos SIGA@RODRIGORAIVARJO URGENTE! AO QUE TUDO INDICA NAS PRÓXIMAS HORAS OU NOS PRÓXIMOS DIAS OS BRASILEIROS TERÃO A NOTÍCIA MAIS ESPERADA DO QUE FINAL DE COPA DO MUNDO! CONFIEM!","Believe it.
It is not at the time we want, but at the right time.

The last word comes from above.

The decree is from God!
🙌🏼🇧🇷👩‍👩‍👦‍👦🆓

""The Lord Himself will be in front of you and will be with you; He will never leave you, will never leave you. Don't be afraid! Don't be discouraged!""
Deuteronomy 31.8

#deusacimadetodos
#God in charge
#DEUSNOCONTROLE
#brasilacimadetudoDeusaCimadeTodos Follow@rodrigoraivarjo urgent! It seems in the next few hours or in the coming days Brazilians will have the most anticipated news than the end of the World Cup! Trust!",Other,,Online,Online,,https://www.instagram.com/p/CmFrM7OryjC/
2022-12-13 16:54:34,,,,Instagram,80795,1.80,45387.41,"Jesus Te Ama ❣️🥰
Segue: @michelebolsonarobrasil
símbolo = 🤟 significa te amo em libras 
.
.
.
.
#michellebolsonaro #michelebolsonaro #primeiradama #bolsonarosim #bolsonaro17 #jairpresidente #bolsonaropresidente #jairbolsonaropresidente #bolsonaro #jairbolsonaro #michellenossaprimeiradama #somostodosmichelle #primeiradamamichellebolsonaro #bolsonaroorgulhodobrasil #bolsonarosim #FechadoComBolsonaro #JairMessiasBolsonaro #Bolsonaro38 #bolsonaro2022 #bolsonaroreeleito #bolsonarotemrazão #bolsonarotemrazao
#bolsonaropresidente2022 #presidentebolsonaro #bolsonarobrasil
#brasilcombolsonaro.","Jesus loves you ❣️🥰
Follows: @michelebolSarobrasil
symbol = 🤟 means I love you in pounds
.
.
.
.
#michellebolsonaro #michelebolsonaro #primeiradama #bolsonarosim #bolsonaro17 #jairpresidente #bolsonaropresidente #jairbolsonaropresidente #bolsonaro #jairbolsonaro #michellenossaprimeiradama #somostodosmichelle #primeiradamamichellebolsonaro #bolsonaroorgulhodobrasil #bolsonarosim #FechadoComBolsonaro #JairMessiasBolsonaro #Bolsonaro38 #bolsonaro2022 #bolsonaroreeleito #bolsonarotemrazão #bolsonarotemrazao
#Bolsonaropresid President2022 #Presidentabolsonaro #BolSarobrasil
#brasilcombolsonaro.",Other,,Online,Online,,https://www.instagram.com/p/CmHSeZgL0qh/
2022-12-13 19:59:28,,,,Instagram,18180,0.40,45386.02,"𝗨𝗥𝗚𝗘𝗡𝗧𝗘 • Bolsonaro está de volta à articulação para tentar anular o resultado das eleições. Ele passou a traçar novas estratégias para evitar a posse de Lula. Agora, pressiona Valdemar Costa Neto, presidente nacional do PL, a protocolar na Justiça uma ação pedindo novas eleições, sob alegação de fraude. 

A peça que Bolsonaro quer que o PL apresente recorreria ao artigo 14 da Constituição Federal, que versa sobre “soberania popular” e “sufrágio universal”. E citaria o parágrafo 10, que diz: “O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de 15 dias contados da diplomação, instruída a ação com provas de abuso do poder econômico, corrupção ou fraude”.

✅SEGUIREMOS FIRMES, NAS RUAS, EM FRENTE OS QUARTÉIS, NA ALVORADA, NAS ESTRADAS, POIS, O BRASIL É DOS BRASILEIROS E NÃO DOS CLEPTOCRATAS! 

#jairbolsonaro #jairmessiasbolsonaro #bolsonaro2022 #ptnuncamais #globolixo #cnnlixo #stfvergonhanacional","𝗨𝗥𝗚𝗘𝗡𝗧𝗘 • Bolsonaro is back in the articulation to try to nullify the result of the elections. He started to draw new strategies to avoid Lula's possession. Now, he pressures Valdemar Costa Neto, national president of the PL, to protocol in court an action asking for new elections on the grounds of fraud.

The play that Bolsonaro wants the PL to present to Article 14 of the Federal Constitution, which deals with ""popular sovereignty"" and ""universal suffrage."" And it would cite paragraph 10, which says: ""The elective mandate may be challenged before the Electoral Court within 15 days from the diploma, instructed the action with evidence of abuse of economic power, corruption or fraud.""

✅ We will be firm, on the streets, in front of the barracks, in Dawn, on the roads, because Brazil is from Brazilians and not the cleptocrats!

#jairbolsonaro #jairmessiasbolsonaro #bolsonaro2022 #ptnuncaMais #globolixo #cnnlixo #stfvergonhanational",Strikes in support of a military coup,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmHnoqopaK6/
2022-12-14 0:59:48,,,,Instagram,16596,0.37,45385.98,"O improvável, que contrariou a lógica e quebrou o sistema, Jair Bolsonaro, o invencível! 

Presidente @jairmessiasbolsonaro o Brasil é grato por tê-lo como presidente desta nação, escolhida por Deus, como celeiro nesta última hora. 

🇧🇷🇧🇷🇧🇷🇧🇷🔥🔥🔥

#bolsonaro #jairbolsonaropresidente #bolsonaro2022 #ptnuncamais #stfvergonhanacional","The unlikely, which contradicted the logic and broke the system, Jair Bolsonaro, the invincible!

President @jairmessiasBolsonaro Brazil is grateful to have him as president of this nation, chosen by God, as barn in this last minute.

🇧🇷🇧🇷🇧🇷🇧🇷🔥🔥🔥

#Bolsonaro #JairbolBabolSonalPress #Bolsonaro2022 #ptnuncaMais #stfvergonhanational",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmIKAZKtzx_/
2022-12-14 2:35:48,,,,Instagram,21291,0.47,45386.09,"🥰❤️
•
•
•
•
• SEGUE @michellebolsonaro_oficial
•
•
•
#BOLSONARO #mito #Presidente #diferenciado
#bolsonaroreeleito2022 #bolsonaropresidente #Bolsonaro22 #Brasil #CarlaZambelli2210 #CARLAZAMBELLI #Zambelli #eleições #michellebolsonaro #bolsonaro #brasil #brasilia #7desetembro #dia7vaisergigante #22 #bolsonaroreeleito #presidentebolsonaro #primeiradama #primeiradamamichellebolsonaro #200anosdaindependênciadobrasil","🥰❤️
•
•
•
•
• Follow @michellebolsonaro_oficial
•
•
•
#Bolsonaro #Mito #President #differential
#Bolsonaroreeleito2022 #Bolsonaropresident #Bolsonaro22 #Brasil #Carlazambelli2210 #Carlazambelli #Zambelli #Elections #MichelleBolsonaro #Bolsonaro #Brasil #7Detembro #Dia7Vaisergigging #22 #BolsonaroBoSpabolSo #PrimeiradamoDens",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmIU_aptppf/
2022-12-14 3:07:11,,,,Instagram,18368,0.41,45386.02,"O corregedor nacional de Justiça, Luis Felipe Salomão, que também é ministro do Superior Tribunal de Justiça (STJ), mandou suspender nesta terça-feira, 13, os perfis da desembargadora federal Maria do Carmo Cardoso.

A medida afeta as plataformas do Twitter e Instagram. É dito que Carmo difundiu postagens pró-manifestações de teor golpistas que questionam o resultado da eleição no país.

De acordo com Salomão, há indícios de que a atitude desembargadora viola normas disciplinares da magistratura.

Eis um dos conteúdos publicados:

— Copa a gente vê depois, 99% dos jogadores do Brasil vivem na Europa, o técnico é petista e a Globolixo é de esquerda, nossa Seleção verdadeira está na frente dos quartéis — escreveu a desembargadora na semana passada, com uma imagem da bandeira do Brasil.

A medida que suspendeu os perfis dela foi fundamentada no Regimento Interno do Conselho Nacional de Justiça (CNJ) e no Marco Civil da Internet.

Conforme o corregedor nacional, a urgência no bloqueio de conteúdo visa prevenir novos ilícitos administrativos ou eleitorais por parte de Maria do Carmo.

— A diplomação dos eleitos aos cargos de Presidente e Vice-Presidente da República ocorreu nesta data (12/12), sendo necessária a manutenção da harmonia institucional e social até a data da posse. A conduta da desembargadora federal segue em sentido oposto, o que é expressamente vedado em se tratando de magistrados em atividade — argumentou Luís Felipe Salomão em sua decisão.

📲 Esta informação, assim como todos os conteúdos do Conexão Política, são publicados primeiro no nosso App de notícias, disponível para Android e iOS. Procure “Conexão Política” na sua loja de aplicativos e baixe-o agora mesmo em seu celular para receber todos os nossos materiais em primeira mão. É 100% gratuito! Ou, se preferir, acesse através do link fixado em nossa bio https://www.conexaopolitica.com.br/aplicativo. Corre lá! 🏃‍♂️ BAIXE AGORA APP DO CP POLÍTICA Corregedor suspende perfis de desembargadora após post de apoio a atos em quartéis","The National Corregedor of Justice, Luis Felipe Salomão, who is also Minister of the Superior Court of Justice (STJ), had the profiles of federal judge Maria do Carmo Cardoso suspend on Tuesday.

The measure affects Twitter and Instagram platforms. It is said that Carmo spread pro-maneifestations of scammers who question the result of the election in the country.

According to Solomon, there is evidence that the judging attitude violates disciplinary rules of the judiciary.

Here's one of the published content:

- Copa We see later, 99% of Brazil players live in Europe, the coach is petista and Globolixo is leftist, our true team is in front of the barracks - wrote the judge last week, with an image of the flag of Brazil.

As it suspended its profiles was based on the Internal Regulations of the National Council of Justice (CNJ) and the Internet Civil Marco.

According to the National Corregedor, the urgency in blocking content aims to prevent new administrative or electoral illicit by Maria do Carmo.

-The diploma of the elected to the positions of President and Vice President of the Republic occurred on this date (12/12), and the maintenance of institutional and social harmony until the date of possession was necessary. The conduct of the federal judge follows in the opposite direction, which is expressly prohibited in the case of active magistrates - argued Luis Felipe Solomon in his decision.

📲 This information, as well as all the contents of the Political Connection, are first published in our news app, available for Android and iOS. Look for “Political Connection” from your app store and download it right now on your phone to receive all our materials firsthand. It's 100% free! Or, if you prefer, go to the link fixed on our bio https://www.conexaopolitica.com.br/plicative. Run there! 🏃‍♂️ Download CP Political Corregedor app suspends judge profiles after supporting posts in barracks",Other,,Online,Online,,https://www.instagram.com/p/CmIYlUDNaDN/
2022-12-14 14:57:24,,,,Instagram,15247,0.34,45385.95,"O ""ministro"" Alexandre de Moraes, do Supremo Tribunal Federal, foi denunciado junto à Corte Interamericana de Direitos Humanos por violar diversos artigos do Pacto de San José da Costa Rica, com a prisão do Cacique Serere, da tribo Xavante.

A denúncia, assinada pelo advogado Ricardo Freire Vasconcellos, que possui cidadania norte-americana, pede, em regime de urgência, uma medida cautelar para que a Corte Internacional faça uma recomendação de liberdade imediata do líder indígena, que de acordo com a Lei 6001/73 são considerados inimputáveis.

“A prisão de um indígena sem o devido processo legal e sem respeitar o estatuto dos povos indígenas constitui crime contra os povos indígenas previsto no artigo 58  e agravada a teor do artigo 59, pois o silvícola preso é um Cacique lider do povo Xavante entao suas prisão  representa um ato contra todos indígenas  de sua etnia a teor do artigo 59 da Lei 6001/73”, consta na denúncia.

#stfvergonhanacional #ptnuncamais #jairmessiasbolsonaro #bolsonaro2022 MITO1 BOLSONARO PRISÃO IMEDIATA! Alexandre de Moraes é denunciado em Corte Internacional por prisão do Cacique Serere Terra Brasil Notícias Adenúncia, assinada pelo advogado Ricardo Freire Vasconcellos, que possui cidadania norte-americana,p pede, em regime urgência, uma medida cau- telar para que Corte Internacional faça uma recomendação liberdade imediata do líder indígena, que de acordo com Lei 6001/73 são considerados inimputáveis.","The ""minister"" Alexandre de Moraes of the Federal Supreme Court was denounced with the Inter -American Court of Human Rights for violating several articles from the San José da Costa Rica Pact, with the arrest of Cacique Serere, the Xavante tribe.

The complaint, signed by lawyer Ricardo Freire Vasconcellos, who has US citizenship, asks, as a precautionary measure for the International Court to make a recommendation for immediate freedom of the indigenous leader, which according to Law 6001/ 73 are considered unimputable.

“The arrest of an indigenous without due process of law and without respecting the statute of indigenous peoples is a crime against the indigenous peoples provided for in article 58 and aggravated by article 59, since the stuck in prison is a leader of the Xavante people then its Prison represents an act against all indigenous people of their ethnic group the content of article 59 of Law 6001/73 ”, appears in the complaint.

#stfvergonhanational #ptnuncaMais #jairmessiasBolsonaro #Bolsonaro2022 Mito1 Bolsonaro Immediate Prison! Alexandre de Moraes is denounced in an international court for arrest of Chief Serere Terra Brasil News Advidence, signed by lawyer Ricardo Freire Vasconcellos, who has US citizenship, for urgently asking a caution to make an international cutting Recommendation Immediate Freedom of the Indigenous Leader, who according to Law 6001/73 are considered unimputable.",Other,,Online,Online,,https://www.instagram.com/p/CmJp3J9LhWk/
2022-12-15 18:12:29,,,,Instagram,31487,0.70,45386.31,"Dispensa legenda!

Até o fim contra o comunismo ateu! 🇧🇷

#direitaconservadora #direitabrasil #direitaunida #bolsonaropresidente LUTE CONTRA QUALQUER TAVA FORMA DE SOCIALISMO @falacout","DISPENSE Subtitle!

Until the end against atheist communism! 🇧🇷

#Direct Conservative #Direitabrasil #Direitaunida #Bolsonaropresident Lute against any form of socialism @falacout",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmMk-w8r9eh/
2022-12-15 22:02:32,,,,Instagram,22895,0.51,45386.12,"⚠🛫 Foi aprovada hoje (15/12) pelos pilotos e comissários de voo uma greve geral nacional, com início a partir do dia 19 de dezembro, próxima segunda-feira.

A paralisação ocorrerá todos os dias, das 6h às 8h nos aeroportos de São Paulo, Rio de Janeiro, Campinas, Porto Alegre, Brasília, Belo Horizonte e Fortaleza por tempo indeterminado.

“Em respeito à sociedade e aos usuários do sistema de transporte aéreo, os aeronautas farão a paralisação somente por duas horas, sendo assim todas as decolagens iniciarão após às 8h.” informou o Sindicato Nacional dos Aeronautas, em nota. 

Mas há exceções, todos os voos com órgãos para transplante, enfermos a bordo, e vacinas, não serão paralisados.

A classe reivindica um aumento real de salários e melhores condições de trabalho, e ainda demonstra frustração em relação às negociações com as empresas, pontuando a alta no preço das passagens, que têm garantido o lucro das empregadoras, mas, de acordo com os trabalhadores, sem dar retorno ao setor.

“É importante destacar que as próprias empresas apontam em seus informes ao mercado, assim como também demonstram notícias publicadas na imprensa, que o setor aéreo vem se recuperando aceleradamente, com lucros maiores do que os do período pré-pandemia. Além disso, a procura por passagens aéreas aumentou e os preços impostos aos passageiros subiram drasticamente. No entanto, as empresas continuam intransigentes, se recusando a conceder uma remuneração mais digna aos tripulantes, além de propor que pilotos e comissários trabalhem mais horas.”, alegou.

Vamos torcer para que haja um acordo o mais rápido possível entre as partes, a fim de reduzir os danos causados aos passageiros.

📲 Siga o @melhoresdestinos para receber mais notícias como essa! NOTÍCIA Atenção! Comissários e pilotos anunciam greve partir da próxima segunda @melhoresdestinos","⚠🛫 was approved today (15/12) by the pilots and flight commissioners a national general strike, starting from December 19, next Monday.

The stoppage will take place every day, from 6am to 8am at the airports of Sao Paulo, Rio de Janeiro, Campinas, Porto Alegre, Brasilia, Belo Horizonte and Fortaleza indefinitely.

“With respect to society and users of the air transport system, aircraft will stop for two hours only, so all takeoffs will start after 8am.” informed the National Union of Aeronauts, in a statement.

But there are exceptions, all flights with transplant organs, on board, and vaccines, will not be paralyzed.

The class claims a real increase in salaries and better working conditions, and still shows frustration on negotiations with companies, punctuating the increase in ticket price, which have guaranteed the profit of employers, but, according to workers, without returning to the sector.

“It is important to highlight that the companies themselves point to their reports to the market, as well as demonstrate news published in the press, that the air sector has been recovering rapidly, with higher profits than those of the pre-pound period. In addition, the demand for airline tickets increased and the prices imposed on passengers rose dramatically. However, companies remain uncompromising, refusing to grant more decent compensation to crew, as well as proposing that pilots and commissioners work more hours, ”he said.

Let's hope there is an agreement as soon as possible between the parts in order to reduce the damage caused to passengers.

📲 Follow @Melhoresestinos to receive more news like this! ATTENTION NEWS! Commissioners and pilots announce strike from next Monday @Melhoresestinos",Strikes in support of a military coup,,Visit the COVID-19 Information Center for vaccine resources.,Labelled,,https://www.instagram.com/p/CmM_TtlOAjO/
2022-12-16 0:18:36,,,,Instagram,21212,0.47,45386.09,"𝗙𝗮𝗹𝗼𝘂 𝗲 𝗱𝗶𝘀𝘀𝗲! 

Valdemar também falou sobre os apoiadores do presidente Jair Bolsonaro que estão nas ruas e disse que o presidente “não vai decepcionar ninguém”.

– Essas famílias que estão prestigiando têm todo nosso apoio (…) O nosso povo que está acampado são pessoas de famílias (…) Eu quero agradecer vocês que estão na rua. Que estão lutando. Continuem na luta. Bolsonaro não vai decepcionar ninguém. Ele é um grande líder que chegou para ficar – destacou.

#jairbolsonaro #bolsonaro2022 #ptnuncamais #lulaladrao #stfvergonhanacional URGENTE BOLSONARO ¿MITO pleno.news ""Bolsonaro não vai decepcionar ninguém"", avisa Valdemar","𝗙𝗮𝗹𝗼𝘂 𝗲 𝗱𝗶𝘀𝘀𝗲!

Valdemar also talked about President Jair Bolsonaro's supporters on the streets and said the president ""will not disappoint anyone.""

- These families who are honoring have all our support ... Our people who are camped are people from families (…) I want to thank you who are on the street. Who are fighting. Continue in the fight. Bolsonaro will not disappoint anyone. He is a great leader who is here to stay, ”he said.

#Jairbolsonaro #Bolsonaro2022 #ptnuncaMais #Lulalandrao #stfvergonational Urgent Bolsonaro - Full Myth.News ""Bolsonaro will not disappoint anyone,"" warns Valdemar",Strikes in support of a military coup,Prophecising a coup,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmNO4SPruNQ/
2022-12-16 11:09:24,,,,Instagram,21218,0.47,45386.09,"Bom dia, Brasil! O nosso líder máximo já acordou com tudo, firmes no caminho que nos conduzirá a vitória, é o que interessa a nação brasileira! 

#bolsonaro #bolsonaro2022 #jairbolsonaro #ptnuncamais #lulaladrao #stfvergonhanacional","Good morning Brazil! Our maximum leader has woken up with everything, firm on the way that will lead us to victory, is what matters to the Brazilian nation!

#Bolsonaro #Bolsonaro2022 #Jairbolsonaro #PtnuncaMais #Lulalandrao #stfvergonacional",Calls for a military intervention,Prophecising a coup,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.instagram.com/p/CmOZW70Orw5/
2022-12-16 12:43:38,,,,Instagram,14863,0.33,45385.94,"""A coisa mais extraordinário do mundo é um homem comum, uma mulher comum e seus filhos comuns""
G. K. Chesterton

—

#familia #amor #casamento #filhos #educacao #conservador #conservadorismo #direita #direitaconservadora #tradicao #familiatradicional O QUE VOCÊ PENSOU QUE SERIA RESISTÊNCIA O QUEREALMENTE ÉRESISTÊNCIA www.trabalhoefe.com.br","""The most extraordinary thing in the world is an ordinary man, an ordinary woman and her ordinary children""
G. K. Chesterton

-

#familia #amor #case #fills #education #conservative #conservatism #Direita #Direct Conservative #tradicao #FamiliaTradiction",Other,,Online,Online,,https://www.instagram.com/p/CmOkJJzutSd/
2022-12-16 16:55:04,,,,Instagram,27665,0.62,45386.23,"Faz o “L”, ex-senadora “Stepes”

Simone Tebet fez seu último discurso como senadora nesta quinta-feira (15), o cargo que ocupou nos últimos 8 anos, em mandato único.

A cena, em plenário, foi deprimente, falando praticamente sozinha, sem a atenção de seus colegas, muitos reeleitos ou na metade do mandato, mais preocupados com o início do recesso, marcado para 23 de dezembro.

Após uma participação vexatória na malfadada CPI da Pandemia, em maio de 2022, a política do Mato Grosso do Sul resolveu se lançar para a disputa presidencial.

Seguindo o que havia feito no colegiado que ‘investigou’ os atos do governo federal durante o período do “fique em casa e a economia a gente vê depois”, ela optou por manter a linha de ataques e falsas narrativas contra o presidente Jair Bolsonaro.

Derrotada, fez o que nem mesmo o seu reduzido eleitorado, de ampla maioria conservadora, poderia imaginar, e optou por apoiar o ex-presidiário Lula.

O mesmo que ela havia “detonado” em seus oito anos no senado, apontando os crimes e desvios… atos de corrupção sem fim, com condenações e prisões.

Era uma aposta alta, na certeza de que prosseguiria no cenário nacional em caso de vitória do petista, levando como prêmio um expressivo cargo no alto escalão do poder executivo.

Sonha com a pasta de Desenvolvimento Social, de grande status, por comandar o Bolsa Família e um orçamento ‘inchado e estratégico’.

Porém, encontrou uma forte resistência, praticamente intransponível: Janja.

Talvez por ser considerada uma ‘conservadora’ em ambiente progressista - uma penetra - onde o que é dito, na maioria das vezes, faz doer os ouvidos de quem não está acostumado.

Um futuro incerto, talvez o fim da carreira política, reflexo de suas escolhas erradas e de suas “traições”…

Em seu estado, “não se elege mais nem para síndica”, dizem alguns.

Jornal da Cidade On-line 

#urgente #jairbolsonaro #bolsonaro2022 #ptnuncamais #lulaladrao BOLSONARO MITO JORNALDAADE 'TRAÍDA PELO PTE REJEITADA POR JANJA, TEBET TEM DESPEDIDA MEA RECEBE A MAIS DURA DAS LIÇÕES","Makes “L”, former Senator “Stepes”

Simone Tebet made her last speech as a senator on Thursday (15), the position she held in the last 8 years, in a single term.

The scene, in plenary, was depressing, speaking practically alone, without the attention of his colleagues, many reelected or halfway, more concerned with the beginning of the recess, scheduled for December 23.

After a vexatious participation in the ill -fated Pandemic CPI in May 2022, the policy of Mato Grosso do Sul decided to launch itself for the presidential dispute.

Following what she had done in the collegiate who ""investigated"" the acts of the federal government during the ""stay at home and the economy we see later"", she chose to maintain the line of attacks and false narratives against President Jair Bolsonaro.

Defeated, he did what even his reduced electorate, a large conservative majority, could imagine, and chose to support former convict Lula.

Same as she had “detonated” in her eight years in the Senate, pointing out crimes and deviations… Acts of endless corruption, with convictions and arrests.

It was a high bet, in the certainty that it would continue on the national scenario in case of victory of the petista, taking as a prize a significant position in the high level of the executive branch.

He dreams of the high status social development folder for commanding Bolsa Familia and a 'swollen and strategic' budget.

However, it found a strong resistance, practically insurmountable: janja.

Perhaps because it is considered a 'conservative' in progressive environment - a penetration - where what is said, most of the time, it hurts the ears of those who are not used to.

An uncertain future, perhaps the end of the political career, a reflection of its wrong choices and its “betrayals”…

In his state, ""no more elected to liquidator,"" some say.

City Journal Online

#Urgente #Jairbolsonaro #Bolsonaro2022 #PtnuncaMais #Lulaladrao Bolsonaro Mito JornalDaade 'betrayed by the PTE rejected by Janja, Tebet has farewell mea receives the hardest of lessons",Other,,Online,Online,,https://www.instagram.com/p/CmPA6pfLYBD/
